workclass,race,sex,native-country,income,age_range,hours-per-week_range,education-degree
private,black,male,united-states,<=50k,45-60,21-40,MiddleSchool
private,white,female,united-states,<=50k,15-30,21-40,Assoc
local-gov,asian-pac-islander,male,india,<=50k,45-60,21-40,Bach
private,white,male,united-states,<=50k,45-60,21-40,Elementary
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,black,female,united-states,<=50k,45-60,21-40,Elementary
private,white,male,united-states,<=50k,15-30,21-40,HS-College
self-emp-not-inc,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
local-gov,white,female,united-states,<=50k,60-75,21-40,Assoc
,white,male,united-states,<=50k,15-30,21-40,Assoc
private,asian-pac-islander,female,philippines,<=50k,15-30,21-40,HS-College
self-emp-not-inc,white,male,united-states,>50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,45-60,61-80,MiddleSchool
local-gov,black,female,germany,<=50k,15-30,21-40,Bach
private,white,male,united-states,>50k,30-45,21-40,Bach
private,asian-pac-islander,female,philippines,<=50k,15-30,21-40,HS-College
state-gov,white,male,united-states,>50k,45-60,41-60,Mast
private,white,female,united-states,>50k,30-45,41-60,Assoc
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,>50k,30-45,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,black,female,united-states,>50k,45-60,21-40,Bach
self-emp-not-inc,white,male,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,<=50k,30-45,41-60,HS-College
,white,male,united-states,<=50k,30-45,21-40,Bach
private,white,male,united-states,>50k,45-60,41-60,Mast
self-emp-not-inc,white,male,united-states,>50k,30-45,21-40,Assoc
state-gov,white,male,united-states,<=50k,15-30,21-40,HS-College
private,black,male,united-states,<=50k,45-60,21-40,HS-College
,black,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,>50k,30-45,21-40,MiddleSchool
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,Bach
state-gov,white,male,united-states,<=50k,60-75,21-40,Assoc
self-emp-not-inc,white,male,united-states,>50k,45-60,41-60,HS-College
private,white,male,united-states,<=50k,15-30,21-40,Assoc
local-gov,white,male,united-states,<=50k,30-45,21-40,Elementary
private,white,female,mexico,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,15-30,41-60,Assoc
private,white,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,45-60,21-40,Bach
private,white,male,united-states,>50k,30-45,21-40,Assoc
local-gov,white,male,united-states,<=50k,30-45,41-60,Mast
private,white,male,united-states,<=50k,15-30,0-20,HS-College
private,white,female,united-states,<=50k,30-45,41-60,HS-College
private,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,Mast
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,black,female,united-states,<=50k,15-30,21-40,HS-College
self-emp-inc,white,male,united-states,<=50k,30-45,41-60,HS-College
private,black,female,united-states,>50k,30-45,21-40,Bach
private,black,female,trinadad&tobago,<=50k,30-45,21-40,HS-College
state-gov,white,male,united-states,<=50k,45-60,21-40,Bach
private,white,female,,<=50k,45-60,21-40,Assoc
private,white,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,Elementary
private,white,female,united-states,<=50k,30-45,21-40,Bach
private,asian-pac-islander,female,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,45-60,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,60-75,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,<=50k,15-30,41-60,Bach
private,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
,white,female,united-states,>50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,45-60,41-60,Assoc
private,white,male,united-states,<=50k,15-30,41-60,Bach
private,black,male,united-states,>50k,30-45,21-40,HS-College
self-emp-not-inc,asian-pac-islander,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,45-60,41-60,Postmaster
state-gov,asian-pac-islander,female,china,<=50k,15-30,0-20,Mast
self-emp-inc,white,male,,>50k,45-60,21-40,Bach
private,white,male,united-states,>50k,45-60,21-40,HS-College
private,black,female,united-states,<=50k,30-45,41-60,MiddleSchool
private,black,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,45-60,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,15-30,21-40,HS-College
,white,female,united-states,<=50k,30-45,0-20,HS-College
,white,female,united-states,<=50k,15-30,0-20,Assoc
private,white,female,united-states,<=50k,30-45,21-40,HS-College
local-gov,white,female,united-states,<=50k,30-45,21-40,HS-College
private,asian-pac-islander,male,laos,<=50k,15-30,21-40,HS-College
private,amer-indian-eskimo,male,united-states,<=50k,30-45,41-60,HS-College
private,white,male,united-states,>50k,30-45,41-60,Mast
,black,male,united-states,<=50k,75-90,21-40,MiddleSchool
self-emp-not-inc,white,male,united-states,<=50k,30-45,41-60,HS-College
private,black,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,Bach
federal-gov,asian-pac-islander,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,15-30,21-40,Bach
state-gov,white,male,united-states,<=50k,15-30,41-60,Assoc
private,white,male,united-states,<=50k,30-45,21-40,Mast
,white,male,united-states,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,>50k,45-60,41-60,Bach
private,white,female,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,asian-pac-islander,male,taiwan,>50k,45-60,41-60,Mast
self-emp-not-inc,white,male,united-states,<=50k,15-30,41-60,Assoc
,white,male,united-states,<=50k,45-60,21-40,Elementary
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,canada,>50k,30-45,21-40,Assoc
private,white,male,united-states,<=50k,15-30,41-60,HS-College
private,white,male,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,>50k,45-60,21-40,MiddleSchool
private,white,female,united-states,<=50k,45-60,21-40,Elementary
private,black,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,france,<=50k,15-30,21-40,Bach
private,white,male,united-states,>50k,45-60,21-40,Bach
self-emp-not-inc,white,male,united-states,<=50k,30-45,41-60,Assoc
state-gov,black,female,united-states,<=50k,60-75,21-40,MiddleSchool
local-gov,black,male,,>50k,15-30,41-60,Bach
self-emp-not-inc,white,male,united-states,<=50k,30-45,0-20,Assoc
self-emp-not-inc,white,male,united-states,>50k,45-60,41-60,HS-College
private,white,male,mexico,<=50k,15-30,41-60,Elementary
private,black,female,united-states,<=50k,45-60,21-40,MiddleSchool
local-gov,white,male,united-states,<=50k,30-45,21-40,Assoc
private,black,male,united-states,>50k,30-45,21-40,MiddleSchool
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,black,male,jamaica,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,0-20,Assoc
private,black,female,united-states,<=50k,45-60,21-40,Assoc
private,asian-pac-islander,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,30-45,41-60,HS-College
private,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,HS-College
,white,female,united-states,<=50k,15-30,21-40,MiddleSchool
local-gov,black,female,,>50k,30-45,21-40,Bach
private,white,male,united-states,>50k,45-60,41-60,Bach
private,white,female,,<=50k,15-30,21-40,Assoc
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,male,united-states,>50k,30-45,41-60,Bach
local-gov,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,female,united-states,<=50k,30-45,41-60,Assoc
private,black,male,united-states,<=50k,15-30,21-40,HS-College
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,amer-indian-eskimo,male,united-states,<=50k,30-45,0-20,HS-College
private,white,male,united-states,<=50k,15-30,41-60,MiddleSchool
private,white,male,united-states,<=50k,45-60,41-60,HS-College
local-gov,white,male,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,white,male,,<=50k,45-60,21-40,HS-College
private,white,female,united-states,<=50k,15-30,41-60,Bach
private,white,male,united-states,<=50k,60-75,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,60-75,0-20,Assoc
private,white,male,united-states,>50k,30-45,41-60,HS-College
private,white,male,united-states,<=50k,15-30,0-20,MiddleSchool
private,white,male,united-states,<=50k,60-75,41-60,HS-College
state-gov,black,female,united-states,<=50k,30-45,21-40,Postmaster
private,white,female,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,Bach
self-emp-not-inc,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,male,united-states,<=50k,15-30,21-40,Assoc
federal-gov,black,male,united-states,<=50k,15-30,21-40,Bach
private,white,female,united-states,<=50k,15-30,21-40,Bach
,white,female,united-states,>50k,30-45,0-20,Assoc
local-gov,white,male,united-states,<=50k,45-60,21-40,Mast
private,black,female,united-states,<=50k,30-45,0-20,HS-College
,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,30-45,21-40,Assoc
private,black,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,canada,<=50k,45-60,21-40,Bach
self-emp-not-inc,white,female,united-states,>50k,45-60,0-20,Assoc
private,white,male,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,>50k,45-60,41-60,Assoc
local-gov,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,guatemala,<=50k,15-30,21-40,Elementary
private,white,male,mexico,<=50k,15-30,21-40,MiddleSchool
private,white,male,united-states,<=50k,45-60,21-40,MiddleSchool
private,other,male,guatemala,<=50k,15-30,41-60,HS-College
private,white,male,united-states,<=50k,30-45,21-40,MiddleSchool
private,white,female,united-states,<=50k,15-30,0-20,HS-College
private,white,male,united-states,<=50k,30-45,61-80,MiddleSchool
self-emp-not-inc,white,female,germany,>50k,45-60,0-20,Assoc
private,white,female,mexico,<=50k,30-45,41-60,HS-College
private,white,male,united-states,<=50k,45-60,41-60,HS-College
self-emp-not-inc,white,male,united-states,<=50k,15-30,41-60,MiddleSchool
private,white,male,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,>50k,30-45,41-60,Bach
private,white,male,united-states,<=50k,15-30,41-60,Assoc
federal-gov,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,female,united-states,<=50k,15-30,0-20,Assoc
federal-gov,white,male,united-states,<=50k,30-45,21-40,HS-College
private,white,female,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,<=50k,15-30,21-40,HS-College
state-gov,black,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,30-45,41-60,HS-College
private,other,female,mexico,<=50k,45-60,21-40,Elementary
private,white,female,united-states,<=50k,30-45,21-40,Bach
self-emp-not-inc,white,female,united-states,<=50k,75-90,21-40,HS-College
,white,male,united-states,>50k,45-60,0-20,Bach
private,white,male,dominican-republic,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,30-45,61-80,Assoc
self-emp-not-inc,asian-pac-islander,male,vietnam,<=50k,30-45,61-80,Bach
private,white,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,el-salvador,<=50k,30-45,41-60,Assoc
private,white,male,united-states,>50k,15-30,21-40,Bach
state-gov,white,female,united-states,<=50k,15-30,41-60,Bach
,white,female,united-states,<=50k,60-75,0-20,Assoc
local-gov,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
private,other,male,mexico,<=50k,15-30,21-40,Elementary
private,white,male,mexico,<=50k,15-30,21-40,HS-College
private,white,female,mexico,<=50k,15-30,21-40,Assoc
private,white,male,united-states,<=50k,15-30,41-60,Assoc
private,white,male,united-states,>50k,15-30,81-100,HS-College
private,white,male,united-states,<=50k,15-30,41-60,Assoc
state-gov,black,male,united-states,<=50k,15-30,21-40,Assoc
federal-gov,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,>50k,30-45,21-40,Bach
private,white,female,united-states,<=50k,30-45,21-40,Postmaster
local-gov,white,male,united-states,>50k,15-30,41-60,Mast
private,white,male,united-states,<=50k,45-60,21-40,Bach
private,white,male,united-states,<=50k,30-45,41-60,HS-College
,white,female,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,>50k,15-30,21-40,Bach
private,white,male,united-states,>50k,30-45,21-40,Mast
private,white,male,germany,<=50k,45-60,41-60,Bach
local-gov,black,female,united-states,<=50k,60-75,21-40,Bach
self-emp-inc,white,male,united-states,>50k,60-75,21-40,Assoc
private,white,male,united-states,<=50k,15-30,21-40,Bach
,white,male,united-states,<=50k,45-60,21-40,HS-College
private,black,male,united-states,>50k,45-60,41-60,Elementary
self-emp-inc,white,female,united-states,<=50k,45-60,21-40,HS-College
,white,male,united-states,<=50k,60-75,0-20,Bach
self-emp-not-inc,white,male,united-states,<=50k,30-45,21-40,Bach
federal-gov,white,male,united-states,<=50k,30-45,21-40,Assoc
private,white,male,united-states,>50k,30-45,21-40,HS-College
private,black,female,united-states,<=50k,75-90,0-20,MiddleSchool
private,black,female,united-states,<=50k,45-60,41-60,Bach
federal-gov,white,male,united-states,>50k,30-45,21-40,Bach
private,white,female,united-states,<=50k,30-45,41-60,Assoc
federal-gov,white,male,united-states,>50k,30-45,41-60,Bach
self-emp-not-inc,white,male,united-states,<=50k,60-75,21-40,Mast
private,white,male,ireland,>50k,15-30,41-60,HS-College
,white,male,united-states,<=50k,60-75,21-40,HS-College
private,white,female,united-states,<=50k,15-30,0-20,Assoc
federal-gov,asian-pac-islander,male,philippines,>50k,30-45,21-40,Mast
state-gov,white,female,united-states,<=50k,15-30,21-40,Assoc
private,white,female,united-states,<=50k,15-30,0-20,MiddleSchool
local-gov,white,male,united-states,<=50k,30-45,41-60,HS-College
local-gov,white,female,,>50k,60-75,21-40,Assoc
self-emp-not-inc,white,male,united-states,<=50k,30-45,41-60,Assoc
private,white,female,united-states,<=50k,15-30,21-40,Bach
self-emp-not-inc,white,male,united-states,<=50k,30-45,21-40,Bach
private,white,male,united-states,>50k,30-45,41-60,Assoc
private,white,male,united-states,<=50k,15-30,0-20,Assoc
,white,male,united-states,<=50k,15-30,81-100,Elementary
private,asian-pac-islander,male,united-states,<=50k,15-30,21-40,HS-College
private,white,male,united-states,>50k,45-60,41-60,Mast
self-emp-not-inc,white,male,united-states,<=50k,30-45,21-40,Bach
,white,male,united-states,>50k,60-75,41-60,Bach
private,white,male,united-states,<=50k,15-30,0-20,Assoc
private,white,male,united-states,>50k,15-30,41-60,Bach
private,asian-pac-islander,female,cambodia,<=50k,15-30,21-40,Assoc
private,asian-pac-islander,male,,<=50k,15-30,21-40,HS-College
private,white,male,united-states,<=50k,45-60,21-40,HS-College
private,white,male,united-states,<=50k,30-45,41-60,Mast
federal-gov,white,male,united-states,<=50k,30-45,21-40,HS-College
self-emp-not-inc,white,male,united-states,<=50k,30-45,0-20,Assoc
private,white,female,united-states,<=50k,30-45,21-40,HS-College
private,white,male,united-states,<=50k,30-45,21-40,HS-College
